as_of,future_observations,last_modelled_week,raw_phase,official_phase,phase_status,activity_level,activity_momentum,negative_level_domains,negative_momentum_domains,positive_momentum_domains,confirming_domains,concentration,dominant_domain,labor_stress_level,labor_stress_momentum,recession_alert,recession_alert_character,evidence_quality_high,phase_separation,confirmation_pending,filtered_winner,contraction_evidence,alert_evidence,information_lag_weeks,weeks_since_any_new_observation,fresh_coincident_domains,stale_domains,carried_forward_domains,withheld,raw_recovery,filtered_recovery,raw_expansion,filtered_expansion,raw_slowdown,filtered_slowdown,raw_contraction,filtered_contraction,age_production,arrived_production,age_employment,arrived_employment,age_real_income,arrived_real_income,age_consumption,arrived_consumption,age_labor_stress,arrived_labor_stress,latest_observation_PAYEMS,latest_observation_W875RX1,latest_observation_INDPRO,latest_observation_CMRMTSPL,latest_observation_RRSFS,latest_observation_ICSA,latest_observation_CCSA
2019-09-20,0,2019-09-20,slowdown,slowdown,official,0.29813136657271033,-0.07044338004305901,0,2,2,2,0.2636117587247009,real_income,-0.2565112024885781,-0.6542208270331407,none,absent,False,0.28326444583217025,0,slowdown,0.23544985489970666,0.1576097926046699,0,0,4,,4,0,0.2109877388812775,0.07074963029465572,0.331870414192628,0.32299284212704704,0.45714093407422557,0.6062572879592173,9.128518689365438e-07,2.396190800752935e-07,4.0,0,6.0,0,7.0,0,4.0,0,0.0,1,2019-08-01,2019-07-01,2019-08-01,2019-06-01,2019-08-01,2019-09-14,2019-09-07
2019-09-27,0,2019-09-27,slowdown,slowdown,official,0.30477086497178185,-0.09500267813923154,0,2,2,2,0.2878618389709527,real_income,-0.21668844832564368,-0.6543356411485697,none,absent,False,0.4207813704172776,0,slowdown,0.23532539459414697,0.16294618312310086,0,0,4,,4,0,0.20276211283791867,0.054509562700270915,0.3231697683507932,0.26235440835833557,0.4740672070942852,0.6831357787756132,9.117170030744487e-07,2.501657803984336e-07,5.0,0,7.0,0,4.0,0,5.0,0,0.0,1,2019-08-01,2019-08-01,2019-08-01,2019-07-01,2019-08-01,2019-09-21,2019-09-14
2019-10-04,0,2019-10-04,slowdown,slowdown,official,0.2863609342517012,-0.09566875603871619,0,2,2,2,0.27782728825262487,real_income,-0.3042509987504062,-0.7270185409136873,none,absent,False,0.42451989325099887,0,slowdown,0.2540308119570702,0.17501668764569722,0,0,4,,4,0,0.20857530623344853,0.056020036044998694,0.3204878118020513,0.2597299093907283,0.4709359705973172,0.6842498026417272,9.113671829592389e-07,2.5192254580433567e-07,6.0,0,3.0,0,5.0,0,6.0,0,0.0,1,2019-09-01,2019-08-01,2019-08-01,2019-07-01,2019-08-01,2019-09-28,2019-09-21
2019-10-11,0,2019-10-11,slowdown,slowdown,official,0.24348448486960486,-0.09518252991800173,0,2,2,2,0.2504916332236223,real_income,-0.5279796400000226,-0.7250271165633737,none,absent,False,0.451318542767562,0,slowdown,0.27454407362482736,0.1798155947040923,0,0,4,,4,0,0.2231241810596381,0.056801759756775295,0.3148294684011417,0.24593971929908331,0.4620454399100814,0.6972582620666453,9.106291388095934e-07,2.5887749619804363e-07,7.0,0,4.0,0,6.0,0,7.0,0,0.0,1,2019-09-01,2019-08-01,2019-08-01,2019-07-01,2019-08-01,2019-10-05,2019-09-28
2019-10-18,0,2019-10-18,slowdown,slowdown,official,0.13697350382395823,-0.5347242063239354,0,3,0,3,0.3421116933655612,labor_stress,-0.7419839749108957,-0.891719968304391,watch,preliminary,True,0.9037766407490689,0,slowdown,0.4227566804436381,0.3862464406590105,0,0,4,,4,0,0.11570154559979261,0.00809625459282511,0.15191590659589221,0.04406345412065476,0.7323816823242653,0.9478400948697236,8.654800500114113e-07,1.9641679646091968e-07,4.0,0,5.0,0,7.0,0,4.0,0,0.0,1,2019-09-01,2019-08-01,2019-09-01,2019-07-01,2019-09-01,2019-10-12,2019-10-05
2019-10-25,0,2019-10-25,slowdown,slowdown,official,0.10616008654265281,-0.5903877739302941,0,3,0,3,0.38644351743097616,labor_stress,-0.9031821945828398,-1.1728336551807619,watch,preliminary,True,0.9192959004553864,0,slowdown,0.4590498201171396,0.4327975264780711,0,0,4,,4,0,0.10987287207794792,0.007154705857098511,0.1356906739592129,0.0367746012534851,0.7544355925335035,0.9560705017088715,8.614293358604288e-07,1.9118054493684656e-07,5.0,0,6.0,0,8.0,0,5.0,0,0.0,1,2019-09-01,2019-08-01,2019-09-01,2019-07-01,2019-09-01,2019-10-19,2019-10-12
2019-11-01,0,2019-11-01,slowdown,slowdown,official,0.10703548921885506,-0.26480038398869166,0,1,0,1,0.39684046870156936,labor_stress,-1.0293768587032734,-0.9329647545851698,none,absent,False,0.6916552515916301,0,slowdown,0.0,0.27656038245616354,0,0,4,,4,0,0.201981356868511,0.030590283265167554,0.2686179944017292,0.13887709904772333,0.5293997044063575,0.8305323506393534,9.443234022713823e-07,2.670477557420188e-07,6.0,0,3.0,0,4.0,0,6.0,0,0.0,1,2019-10-01,2019-09-01,2019-09-01,2019-08-01,2019-09-01,2019-10-26,2019-10-19
2019-11-08,0,2019-11-08,slowdown,slowdown,official,0.08099014317840955,-0.5120227376727822,0,1,0,1,0.4262138226364926,labor_stress,-1.169565891382625,-2.1696531223194198,watch,preliminary,True,0.820561829335977,0,slowdown,0.0,0.41081631054030976,0,0,4,,4,0,0.14384884821008337,0.018809233661938134,0.18165294041891417,0.08031435518725126,0.6744972711033528,0.9008761845232283,9.402676496261456e-07,2.2662758228045896e-07,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2019-10-01,2019-09-01,2019-09-01,2019-08-01,2019-09-01,2019-11-02,2019-10-26
2019-11-15,0,2019-11-15,slowdown,slowdown,official,-0.08596948516621779,-1.5554569444746034,0,3,0,3,0.47988171000419366,labor_stress,-1.4523068637055851,-2.799917781745138,elevated,preliminary,True,0.9935356193936618,0,slowdown,0.6476382329933252,0.6476382329933252,0,0,4,,4,0,0.017404080300710112,0.0006906357603663339,0.015770038636217378,0.002886798891894853,0.9668250597442422,0.9964224182855566,8.213188304132315e-07,1.4706218232014605e-07,4.0,0,5.0,0,6.0,0,4.0,0,0.0,1,2019-10-01,2019-09-01,2019-10-01,2019-08-01,2019-10-01,2019-11-09,2019-11-02
2019-11-22,0,2019-11-22,slowdown,slowdown,official,-0.19608198285107906,-1.7462990457087226,0,3,0,3,0.5593291809910251,labor_stress,-2.015747295602139,-4.267404458553689,elevated,preliminary,True,0.9959605973254565,0,slowdown,0.7406756316336155,0.7406756316336155,0,0,4,,4,0,0.013422385700446678,0.0005215866046265222,0.00977100702308736,0.00175883530581874,0.976805787372292,0.9977194326312753,8.199041740467179e-07,1.4545827948517585e-07,5.0,0,6.0,0,7.0,0,5.0,0,0.0,1,2019-10-01,2019-09-01,2019-10-01,2019-08-01,2019-10-01,2019-11-16,2019-11-09
2019-11-29,0,2019-11-29,slowdown,slowdown,official,-0.2407716598321265,-2.040979749867654,0,4,0,4,0.6068744691640517,labor_stress,-1.8418919189485259,-3.692749902508162,high,broad_and_confirmed,True,0.9759353339471324,0,slowdown,0.77843529906293,0.77843529906293,0,0,4,,4,0,0.006219890269823062,0.00027449896958587814,0.0038538820816711662,0.0007099802076947603,0.9351473782939863,0.9874754273849259,0.05477884935451949,0.011540093437793488,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2019-10-01,2019-10-01,2019-10-01,2019-09-01,2019-10-01,2019-11-23,2019-11-16
2019-12-06,0,2019-12-06,slowdown,slowdown,official,-0.2076469135561722,-1.7531738520989246,0,3,0,3,0.582631521207891,labor_stress,-1.6990592206525348,-2.849113157605228,high,broad_and_confirmed,True,0.9961059791893466,0,slowdown,0.7504471933625709,0.7504471933625709,0,0,4,,4,0,0.013493348514159734,0.0005424421379182184,0.008929674426389221,0.001593574241338498,0.9767034459552365,0.9976995534306852,0.0008735311042144938,0.00016443019005818295,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2019-11-01,2019-10-01,2019-10-01,2019-09-01,2019-10-01,2019-11-30,2019-11-23
2019-12-13,0,2019-12-13,slowdown,slowdown,official,-0.36672371289912986,-1.9015807684872748,0,3,0,3,0.6784632835658269,labor_stress,-2.4271446731889514,-3.864959965913758,high,broad_and_confirmed,False,0.8426042660393912,0,slowdown,0.8848560198451892,0.8848560198451892,0,0,4,,4,0,0.008688477146388807,0.0004632216561575553,0.004190938497668819,0.0010091118632003975,0.6704612395653587,0.9205659662600166,0.31665934479058355,0.07796170022062546,8.0,0,5.0,0,6.0,0,3.0,0,0.0,1,2019-11-01,2019-10-01,2019-10-01,2019-09-01,2019-11-01,2019-12-07,2019-11-30
2019-12-20,0,2019-12-20,slowdown,slowdown,official,-0.37740964558657175,-1.3795307997763337,0,2,0,2,0.7537528886549831,labor_stress,-2.7384034064854585,-4.433064904209655,high,broad_and_confirmed,False,0.7654077651168973,0,slowdown,0.8938848894121133,0.8938848894121133,0,0,4,,4,0,0.032357964826925434,0.0022751352059363463,0.015279969867783474,0.003986034771672033,0.6023534133805283,0.8795732975696445,0.35000865192476277,0.11416553245274719,4.0,0,6.0,0,3.0,0,4.0,0,0.0,1,2019-11-01,2019-11-01,2019-11-01,2019-10-01,2019-11-01,2019-12-14,2019-12-07
2019-12-27,0,2019-12-27,contraction,slowdown,official,-0.4861352458379291,-1.3804304256499038,0,2,0,2,0.7857822842757632,labor_stress,-3.282190864944998,-5.450976068284524,high,broad_and_confirmed,False,0.2633443518462029,0,slowdown,0.9857504562248903,0.9857504562248903,0,0,4,,4,0,0.022249428647735447,0.0026372923030196912,0.008464192919674965,0.00285253624478207,0.3344378807411652,0.6289272616492005,0.6348484976914243,0.3655829098029976,5.0,0,7.0,0,4.0,0,5.0,0,0.0,1,2019-11-01,2019-11-01,2019-11-01,2019-10-01,2019-11-01,2019-12-21,2019-12-14
2020-01-03,0,2020-01-03,contraction,slowdown,official,-0.5849321411994544,-1.3804763672823488,0,2,0,2,0.8170775230915301,labor_stress,-3.9973637868349456,-6.915627555362775,high,broad_and_confirmed,False,0.3609462014496158,1,contraction,1.0,1.0,0,0,4,,4,0,0.02082153602139256,0.0036934455673322463,0.006508447028508074,0.0014623189332229733,0.2571925616065331,0.31694901702491446,0.7154774553435662,0.6778952184745303,6.0,0,8.0,0,5.0,0,6.0,0,0.0,1,2019-11-01,2019-11-01,2019-11-01,2019-10-01,2019-11-01,2019-12-28,2019-12-21
2020-01-10,0,2020-01-10,contraction,slowdown,official,-0.501573312330076,-1.407447511222453,0,2,0,2,0.7920100261157238,labor_stress,-3.342329916166784,-4.473794020754865,high,broad_and_confirmed,False,0.6036911342093962,2,contraction,0.9987945481914161,0.9987945481914161,0,0,4,,4,0,0.018795556283787974,0.003999626403216011,0.006934138570071907,0.0008740874976864446,0.29361948170579055,0.19571757594485065,0.6806508234403496,0.7994087101542469,7.0,0,4.0,0,6.0,0,7.0,0,0.0,1,2019-12-01,2019-11-01,2019-11-01,2019-10-01,2019-11-01,2020-01-04,2019-12-28
2020-01-17,0,2020-01-17,slowdown,contraction,official,-0.4084675101927866,-0.6918840727822844,0,2,1,2,0.7385165732148878,labor_stress,-2.616627775180858,-1.424760912860196,high,broad_and_confirmed,False,0.4190550209920983,0,contraction,0.9156621299002304,0.9111976358801143,0,0,4,,4,0,0.15049172887136875,0.0515080981109089,0.06214838418058009,0.007804034076901661,0.4207272966777531,0.2608164234100456,0.36663259027029804,0.6798714444021439,4.0,0,5.0,0,7.0,0,4.0,0,0.0,1,2019-12-01,2019-11-01,2019-12-01,2019-10-01,2019-12-01,2020-01-11,2020-01-04
2020-01-24,0,2020-01-24,slowdown,contraction,official,-0.35490585278478165,-0.6611490118150316,0,2,1,2,0.7170300003097344,labor_stress,-2.3484724221174376,-1.2710856080239323,high,broad_and_confirmed,False,0.06812678375446318,1,slowdown,0.854755075394836,0.8346394004247966,0,0,4,,4,0,0.1804614027101094,0.0818715502421837,0.08289858736555426,0.017513983189465735,0.5187026558205703,0.4843706251614069,0.21793735410376613,0.4162438414069437,5.0,0,6.0,0,8.0,0,5.0,0,0.0,1,2019-12-01,2019-11-01,2019-12-01,2019-10-01,2019-12-01,2020-01-18,2020-01-11
2020-01-31,0,2020-01-31,slowdown,slowdown,official,-0.40479446634039074,-0.6179548154031232,0,1,1,1,0.7786714095173186,labor_stress,-2.5335531715401785,-2.084441006954037,high,severe_but_concentrated,False,0.8955472082895085,0,slowdown,0.0,0.8271223623837689,0,0,4,,4,0,0.25224797091641943,0.027152371853559586,0.11990429683704898,0.038650085177553126,0.6278467936494304,0.9341972934670616,9.385971010843513e-07,2.4950182573191493e-07,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2019-12-01,2019-12-01,2019-12-01,2019-11-01,2019-12-01,2020-01-25,2020-01-18
2020-02-07,0,2020-02-07,slowdown,slowdown,official,-0.32737944260023893,-0.07326795526541097,0,1,1,1,0.7530626884237533,labor_stress,-2.1222537744380827,0.6806692017985545,none,absent,False,0.6889514976810018,0,slowdown,0.0,0.19587448753123282,0,0,4,,4,0,0.2560723404281086,0.03620477261937333,0.32387086052997144,0.1374216974644795,0.4200558462146067,0.8263731951454814,9.528273132208692e-07,3.3477066573590784e-07,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2020-01-01,2019-12-01,2019-12-01,2019-11-01,2019-12-01,2020-02-01,2020-01-25
2020-02-14,0,2020-02-14,slowdown,slowdown,official,-0.3821223302086939,-0.4103857555692546,0,1,0,1,0.7011374876583605,labor_stress,-2.0410614466809025,1.6586430750326888,watch,preliminary,False,0.85332218180367,0,slowdown,0.0,0.5562019358213652,0,0,4,,4,0,0.23999568894836085,0.022470190251094455,0.1864366105277409,0.06210367876799114,0.5735667405411424,0.9154258605716612,9.599827557934434e-07,2.7040925316799187e-07,4.0,0,5.0,0,6.0,0,4.0,0,0.0,1,2020-01-01,2019-12-01,2020-01-01,2019-11-01,2020-01-01,2020-02-08,2020-02-01
2020-02-21,0,2020-02-21,slowdown,slowdown,official,-0.30944963504452616,0.009082578207095172,0,1,0,1,0.6584568823140433,labor_stress,-1.6786710134350007,3.938105137705561,none,absent,False,0.6065395277320289,0,slowdown,0.0,0.146252410474472,0,0,4,,4,0,0.24323827520923622,0.03526147496023317,0.3691024761616532,0.17909932316038837,0.38765827567600963,0.7856388508924173,9.729531008369447e-07,3.5098696121056877e-07,5.0,0,6.0,0,7.0,0,5.0,0,0.0,1,2020-01-01,2019-12-01,2020-01-01,2019-11-01,2020-01-01,2020-02-15,2020-02-08
2020-02-28,0,2020-02-28,slowdown,contraction,official,-0.41150079821461805,-0.29149079260888716,0,3,0,3,0.6607187397116664,labor_stress,-1.8970589079923792,4.975442018260256,watch,preliminary,False,0.7543993519889234,2,slowdown,0.6566703960015458,0.4312055445377468,0,0,4,,4,0,0.2243166284588385,0.06462532344459154,0.2163606013848171,0.09048752839862348,0.5593218728898306,0.8448868803875469,8.97266513835354e-07,2.677692380364323e-07,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2020-01-01,2020-01-01,2020-01-01,2019-12-01,2020-01-01,2020-02-22,2020-02-15
2020-03-06,0,2020-03-06,slowdown,slowdown,official,-0.4760276269660886,-0.39493947766730625,0,3,1,3,0.6897529452675393,labor_stress,-2.263920224318558,2.2921676385657936,watch,preliminary,False,0.7280090374447405,0,slowdown,0.7775715878512182,0.5973221719385864,0,0,4,,4,0,0.2376608059627364,0.06374017376637546,0.16011538261582628,0.09492348374943577,0.5395430045881768,0.8229325211941763,0.06268080683326059,0.018403821290012515,7.0,0,3.0,0,5.0,0,7.0,0,0.0,1,2020-02-01,2020-01-01,2020-01-01,2019-12-01,2020-01-01,2020-02-29,2020-02-22
2020-03-13,0,2020-03-13,contraction,slowdown,official,-0.5259807101712378,-0.8757793201345512,0,3,1,3,0.7115815754188464,labor_stress,-2.51460869593784,-0.12228363120191171,high,broad_and_confirmed,False,0.3748904157518727,0,slowdown,0.9950735786117985,0.9950735786117985,0,0,4,,4,0,0.07477754865557548,0.02329608034175436,0.024447054299623513,0.0172052860578569,0.2823966172033129,0.6671945246761307,0.618378779841488,0.292304108924258,8.0,0,4.0,0,6.0,0,8.0,0,0.0,1,2020-02-01,2020-01-01,2020-01-01,2019-12-01,2020-01-01,2020-03-07,2020-02-29
2020-03-20,0,2020-03-20,contraction,slowdown,official,-0.8140557135550811,-1.3750934812296343,1,3,1,3,0.7920597902047334,labor_stress,-4.584000828277443,-6.141602547839368,high,broad_and_confirmed,False,0.5558486074689178,1,contraction,1.0,1.0,0,0,4,,4,0,0.023402029501104645,0.005340572639737793,0.0043150161481406695,0.0010907951123220127,0.17914803956863645,0.21886001238951117,0.7931349147821183,0.774708619858429,4.0,0,5.0,0,7.0,0,4.0,0,0.0,1,2020-02-01,2020-01-01,2020-02-01,2019-12-01,2020-02-01,2020-03-14,2020-03-07
2020-03-27,0,2020-03-27,contraction,slowdown,official,-0.7408580411935687,-0.9268497611861217,0,2,2,2,0.9729878927353545,labor_stress,-43.51774346959013,-113.2103303100523,high,broad_and_confirmed,False,0.591131354327094,2,contraction,1.0,1.0,0,0,4,,4,0,0.07686701341010874,0.021843011594351435,0.015324242908563504,0.0034300791673938583,0.18940908917547505,0.19179777745558038,0.7183996545058527,0.7829291317826743,5.0,0,6.0,0,3.0,0,5.0,0,0.0,1,2020-02-01,2020-02-01,2020-02-01,2020-01-01,2020-02-01,2020-03-21,2020-03-14
2020-04-03,0,2020-04-03,contraction,contraction,official,-0.8063514969138813,-1.8094441944632398,0,3,1,3,0.9790312757012143,labor_stress,-41.118691325901274,-108.43793411478242,high,broad_and_confirmed,False,0.861513415857319,0,contraction,1.0,1.0,0,0,4,,4,0,0.008279432162318466,0.0017080611698228544,0.0015501771862839267,0.00010687815933162591,0.19584908741810286,0.06833582240676321,0.7943213032332948,0.9298492382640822,6.0,0,3.0,0,4.0,0,6.0,0,0.0,1,2020-03-01,2020-02-01,2020-02-01,2020-01-01,2020-02-01,2020-03-28,2020-03-21
2020-04-10,0,2020-04-10,contraction,contraction,official,-0.8059183784412921,-1.80943189405039,0,3,1,3,0.978553154138577,labor_stress,-40.2811950047839,-107.49130009262527,high,broad_and_confirmed,False,0.8848244562708052,0,contraction,1.0,1.0,0,0,4,,4,0,0.008278282825655679,0.0017256337131000368,0.0015512971946802835,9.102590592699574e-05,0.19598441246288456,0.056679442055083906,0.7941860075167794,0.9415038983258891,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2020-03-01,2020-02-01,2020-02-01,2020-01-01,2020-02-01,2020-04-04,2020-03-28
2020-04-17,0,2020-04-17,contraction,contraction,official,-2.188152215407468,-2.866610640675714,2,3,1,3,0.816386785028114,labor_stress,-42.01939324492842,-112.76339401399122,high,broad_and_confirmed,False,0.9950713125363013,0,contraction,1.0,1.0,0,0,4,,4,0,0.0005953684474499892,0.00010462506506319171,7.146741940387353e-06,2.702684342199364e-07,0.013551213774863067,0.002411896065100653,0.9858462710357466,0.9974832086014019,4.0,0,5.0,0,6.0,0,4.0,0,0.0,1,2020-03-01,2020-02-01,2020-03-01,2020-01-01,2020-03-01,2020-04-11,2020-04-04
2020-04-24,0,2020-04-24,contraction,contraction,official,-2.1770293864069776,-2.866610640675714,2,3,1,3,0.8067573665654255,labor_stress,-38.99260202264695,-103.5386667018826,high,broad_and_confirmed,False,0.9949636998222604,0,contraction,1.0,1.0,0,0,4,,4,0,0.0005951880130872027,0.00010461942464347149,7.304323630727079e-06,2.7629752989233146e-07,0.013850010511979078,0.0024657022277831276,0.985547497151303,0.9974294020500435,5.0,0,6.0,0,7.0,0,5.0,0,0.0,1,2020-03-01,2020-02-01,2020-03-01,2020-01-01,2020-03-01,2020-04-18,2020-04-11
